06-jan;06-feb;06-mar;06-apr;06-maj;06-jun;06-jul;06-aug;06-sep;06-okt;06-nov;06-dec;07-jan;07-feb;07-mar;07-apr;07-maj;07-jun;07-jul;07-aug;07-sep;07-okt;07-nov;07-dec;08-jan;08-feb;08-mar;08-apr;08-maj;08-jun;08-jul;08-aug;08-sep;08-okt;08-nov;08-dec;09-jan;09-feb;09-mar;09-apr;09-maj;09-jun;09-jul;09-aug;09-sep;09-okt;09-nov;09-dec;10-jan;10-feb;10-mar;10-apr;10-maj;10-jun;10-jul;10-aug;10-sep;10-okt;10-nov;10-dec;11-jan;11-feb;11-mar;11-apr;11-maj;11-jun;11-jul;11-aug;11-sep;11-okt;11-nov;11-dec;12-jan;12-feb;12-mar;12-apr;12-maj;12-jun;12-jul;12-aug;12-sep;12-okt;12-nov;12-dec;13-jan;13-feb;13-mar;13-apr;13-maj;13-jun;13-jul;13-aug;13-sep;13-okt;13-nov;13-dec;14-jan;14-feb;14-mar;14-apr;14-maj;14-jun;14-jul;14-aug;14-sep;14-okt;14-nov;14-dec;15-jan;15-feb;15-mar;15-apr;15-maj;15-jun;15-jul;15-aug;15-sep;15-okt;15-nov;15-dec;16-jan;16-feb;16-mar;16-apr;16-maj;16-jun;16-jul;16-aug;16-sep;16-okt;16-nov;16-dec;17-jan;17-feb;17-mar;17-apr;17-maj;17-jun;17-jul;17-aug;17-sep;17-okt;17-nov;17-dec;18-jan;18-feb;18-mar;18-apr;18-maj;18-jun;18-jul;18-aug;18-sep;18-okt;18-nov;18-dec;19-jan;19-feb;19-mar;19-apr;19-maj;19-jun;19-jul;19-aug;19-sep;19-okt;19-nov;19-dec;20-jan;20-feb;20-mar;20-apr;20-maj;20-jun;20-jul;20-aug;20-sep;20-okt;20-nov;20-dec;21-jan;21-feb;21-mar;21-apr;21-maj;21-jun;21-jul;21-aug;21-sep;21-okt;21-nov;21-dec;22-jan;22-feb;22-mar;22-apr;22-maj;22-jun;22-jul;22-aug;22-sep;22-okt;22-nov;22-dec;23-jan;23-feb
46,07;49,43;57,97;54,63;41,7;50,67;53,97;70,7;68,93;56,27;51,13;38,07;36,93;39,7;34,07;32,57;32,3;36,97;32,47;36,93;41,87;46,67;54,57;55,23;55,97;49,87;42,8;53,77;49,03;67,73;70,07;75,67;84,67;74,07;68,17;62,63;58,6;56,3;54,1;52,1;49,6;52,9;51,1;51,97;50,83;50,83;52,6;64,73;81,83;107,97;72,17;57,37;52,8;54,6;57,63;54,8;61,23;61,37;66,47;97,4;76,27;70,8;70,27;61,9;62,6;57,67;49,6;52,2;42,83;41,53;55,2;44,27;47,4;61,23;39,3;41,17;40,57;39,1;25,9;35,73;38,3;43,4;42,57;52,3;50,2;46,63;50,23;48,96;42,83;41,08;40,98;46,66;50,71;48,28;44,99;41,24;41,09;41,06;35,68;35,87;41,2;40,87;39,28;42,6;44,68;40,33;39,99;41,5;39,86;39,87;35,34;34,95;32,42;26,66;19,66;26,75;31,38;34,13;35,72;30,5;42,89;31,53;32,81;32,8;34,34;44,31;39,94;41,56;40,68;48,03;53,32;45,53;43,21;43,54;41,01;39,4;40,5;38,32;40,88;43,95;46,08;41,36;44,05;42,5;44,3;52,74;56,55;54,51;49,38;60,54;69,13;73,63;68,46;64,74;68,24;68,83;72,85;64,48;57,12;56,04;51,51;41,4;50,99;54,04;51,19;55,29;58,83;51,98;38,85;32,1;27,31;18,83;24,21;28,98;23,02;40,74;40,13;32,04;23,95;32,19;52,26;61,48;45,73;44,86;56,49;58,82;72,14;80,74;97,41;66,99;98,2;148,24;87,21;71,56;103,4;93,22;106,19;122,19;83,23;178,04;191,98;87,58;162,11;269,37;108,88;95,27
